	wt_d4._vs_TET3KO_d4._CI.L	wt_d4._vs_TET3KO_d4._CI.R	wt_d4._vs_TET3KO_d4._diff	wt_d4._vs_TET3KO_d4._p.adj	wt_d4._vs_TET3KO_d4._p.val	Protein.Group	Protein.Ids	Protein.Names	First.Protein.Description
ABLIM1	-2.90918169449504	2.80597142742794	-0.0516051335335526	0.850016494036956	0.97116025272853	O14639	O14639;F8W8M4;J3QSX6;F6XFR5;A0A494C1G0;A0A0A0MRL6;A0A3B3IS55;A0A494C1P1;H0Y7N6	ABLM1_HUMAN	Actin-binding LIM protein 1
ABR	-0.738494021354453	0.639483753963096	-0.0495051336956784	0.841938389318649	0.885636445561153	Q12979	Q12979;A0A0G2JQ41;B7Z683;A0A1C7CYZ0;I3NI05	ABR_HUMAN	Active breakpoint cluster region-related protein
ABRACL	-0.240226445508568	1.58054600041981	0.670159777455623	0.642699568647993	0.145228987343046	Q9P1F3	Q9P1F3;Q5SZC9	ABRAL_HUMAN	Costars family protein ABRACL
ABRAXAS1	-3.89375651087152	3.89375651087152	0.0	0.852551501641562	1.0	Q6UWZ7	Q6UWZ7;A0A087WWJ9;D6REL5;A0A087WZ78	ABRX1_HUMAN	BRCA1-A complex subunit Abraxas 1
ABRAXAS2	-1.41166816536138	-0.170492101966461	-0.791080133663922	0.314702627722186	0.0136133237835746	Q15018	Q15018	ABRX2_HUMAN	BRISC complex subunit Abraxas 2
ABT1	-0.537302764315632	0.114942497662276	-0.211180133326678	0.683159819592155	0.198912588408145	Q9ULW3	Q9ULW3	ABT1_HUMAN	Activator of basal transcription 1
ACAA1	-0.445376153808414	0.241815886446023	-0.101780133681196	0.798077071969584	0.553930009056612	P09110	P09110;C9JDE9;H7C131;H0Y4D4	THIK_HUMAN	"""3-ketoacyl-CoA thiolase, peroxisomal"""
ACAA2	0.130786423856129	0.982403308718915	0.556594866287522	0.294145673824738	0.0115396898934276	P42765	P42765;A0A0B4J2A4	THIM_HUMAN	"""3-ketoacyl-CoA thiolase, mitochondrial"""
ACACA	-0.296955697555304	0.411845430446305	0.0574448664455005	0.826434961407633	0.745703243448808	Q13085	Q13085;Q59FY4;A0A087WWN5	ACACA_HUMAN	Acetyl-CoA carboxylase 1
ACAD10	-0.83865011719324	0.822189850157429	-0.0082301335179053	0.851170898311692	0.984170259787201	Q6JQN1	Q6JQN1;F8W1I9;D6RFF6	ACD10_HUMAN	Acyl-CoA dehydrogenase family member 10
ACAD11	-4.19439207910283	2.37750004727092	-0.908446015915953	0.802700243158428	0.580576656574748	Q709F0	Q709F0	ACD11_HUMAN	Acyl-CoA dehydrogenase family member 11
ACAD8	-0.0268341784215028	0.711573911289712	0.342369866434105	0.538680221853877	0.0683404186291589	Q9UKU7	Q9UKU7	ACAD8_HUMAN	"""Isobutyryl-CoA dehydrogenase, mitochondrial"""
ACAD9	-0.214085451769081	0.510025184575129	0.147969866403024	0.768416301018819	0.414952747455186	Q9H845	Q9H845;H0Y8Z9	ACAD9_HUMAN	"""Complex I assembly factor ACAD9, mitochondrial"""
ACADM	0.0595861936216819	0.983303539089656	0.521444866355669	0.410216199469555	0.0277691048563808	P11310	P11310;E9PJM9;B7Z9I1;Q5T4U5	ACADM_HUMAN	"""Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"""
ACADS	-4.42209958068631	4.33823931371806	-0.0419301334841258	0.85121841807353	0.984710192927459	P16219	P16219;E9PE82	ACADS_HUMAN	"""Short-chain specific acyl-CoA dehydrogenase, mitochondrial"""
ACADSB	-0.382788689923212	0.441878423086125	0.0295448665814568	0.841969795371815	0.885950992768731	P45954	P45954	ACDSB_HUMAN	"""Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"""
ACADVL	-0.265923678079312	0.434763410768704	0.084419866344696	0.810603855707248	0.629959719610357	P49748	P49748	ACADV_HUMAN	"""Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"""
ACAP1	-8.84982402633313	0.0358195335440294	-4.40700224639455	0.499024734643468	0.0517988519762156	Q15027	Q15027	ACAP1_HUMAN	"""Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1"""
ACAP2	-2.05233292158646	4.1920232617451	1.06984517007932	0.786542108694738	0.493829875455784	Q15057	Q15057;A0A087X1H5;A0A0U1RQT1	ACAP2_HUMAN	"""Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"""
ACAP3	-3.34724029989795	2.49708003215935	-0.425080133869301	0.829488642379524	0.770986643536902	Q96P50	Q96P50	ACAP3_HUMAN	"""Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3"""
ACAT1	-0.174976286286099	0.788466019252001	0.306744866482951	0.687741861990426	0.206358152742679	P24752	P24752;A0A5F9ZI66;A0A5F9ZHJ0;A0A5F9ZHD4	THIL_HUMAN	"""Acetyl-CoA acetyltransferase, mitochondrial"""
ACAT2	-0.731885458878955	0.26337519118931	-0.234255133844822	0.749383435261877	0.348314520333576	Q9BWD1	Q9BWD1	THIC_HUMAN	"""Acetyl-CoA acetyltransferase, cytosolic"""
ACBD3	-0.5402474792582	-0.0445627879189045	-0.292405133588552	0.376638130084937	0.0217828870642376	Q9H3P7	Q9H3P7	GCP60_HUMAN	Golgi resident protein GCP60
ACBD5	-0.13479809003774	0.912787823128382	0.388994866545321	0.639520928085606	0.141778444312822	Q5T8D3	Q5T8D3;Q5T8E0;B7Z2R7;X6RDD7	ACBD5_HUMAN	Acyl-CoA-binding domain-containing protein 5
ACBD6	-1.02312248601111	-0.133137781569678	-0.578130133790395	0.299151946022084	0.0120199513289279	Q9BR61	Q9BR61;A0A2R8Y544	ACBD6_HUMAN	Acyl-CoA-binding domain-containing protein 6
ACD	-2.10929761629384	5.08361801595961	1.48716019983288	0.767011542162762	0.40952029388615	Q96AP0	Q96AP0;R4GNJ5;A0A590TQL1	ACD_HUMAN	Adrenocortical dysplasia protein homolog
ACE	6.67569097016331	19.0745402920428	12.8751156311031	0.0293825666255263	0.0001288632272065	P12821	P12821;F6X3S4;J3KTB8;A0A0A0MSN4	ACE_HUMAN	Angiotensin-converting enzyme
ACHE	-1.32963886875716	0.343128601418561	-0.493255133669301	0.706877809678029	0.241287407281567	P22303	P22303;C9J2S3;F8WAR7;F8WD68;C9JZL6	ACES_HUMAN	Acetylcholinesterase
ACIN1	0.198811631722209	0.982828100384786	0.590819866053497	0.180487413264616	0.0039626324931797	Q9UKV3	Q9UKV3;G3V3B0;E7EQT4;S4R3H4;G3V3T3	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus
ACLY	-0.585296161024864	0.289985893764822	-0.147655133630021	0.787900014373074	0.500465762016435	P53396	P53396	ACLY_HUMAN	ATP-citrate synthase
ACO1	-0.62519501208505	0.0978847451436509	-0.263655133470699	0.646018123356645	0.14893493705194	P21399	P21399	ACOC_HUMAN	Cytoplasmic aconitate hydratase
ACO2	0.544239227137504	1.2191505053502	0.881694866243851	0.0031316384552057	3.6598263590152e-06	Q99798	Q99798;A2A274	ACON_HUMAN	"""Aconitate hydratase, mitochondrial"""
ACOT1	-0.600534252749735	-0.0612260142275686	-0.330880133488652	0.345567882000444	0.0172832156943464	Q86TX2	Q86TX2;P49753;A0A087WT95;A0A087X0W7;G3V4F2	ACOT1_HUMAN	Acyl-coenzyme A thioesterase 1
ACOT7	-0.273417429370507	0.222157162234321	-0.0256301335680931	0.836804370136124	0.835989925549512	O00154	O00154;K7EKP8	BACH_HUMAN	Cytosolic acyl coenzyme A thioester hydrolase
ACOT8	0.712036921038548	1.4876028123837	1.09981986671112	0.0010356578806602	7.87603520984085e-07	O14734	O14734;Q9BR14;E9PJN0;E9PMC4;E9PIS4;H7C5A7;H0Y698	ACOT8_HUMAN	Acyl-coenzyme A thioesterase 8
ACOT9	-0.0971182838293887	0.770308016647199	0.336594866408905	0.622805879234148	0.125106374626892	Q9Y305	Q9Y305;H7C5Q2;C9J7L8	ACOT9_HUMAN	"""Acyl-coenzyme A thioesterase 9, mitochondrial"""
ACOX1	-0.864719808245744	1.20020954106965	0.167744866411951	0.826364033988937	0.745128275199032	Q15067	Q15067	ACOX1_HUMAN	Peroxisomal acyl-coenzyme A oxidase 1
ACOX3	-1.30009620660899	0.794935940286381	-0.252580133161302	0.810569404295887	0.629733292264019	O15254	O15254	ACOX3_HUMAN	Peroxisomal acyl-coenzyme A oxidase 3
ACP1	0.413016608717552	1.91722312440095	1.16511986655925	0.160375319940033	0.0031342616979848	P24666	P24666;G5E9R5	PPAC_HUMAN	Low molecular weight phosphotyrosine protein phosphatase
ACP2	-0.677423569219366	0.155413302263669	-0.261005133477848	0.691919829449002	0.213437926829446	P11117	P11117;E9PQY3;E9PHY0;A0A5F9ZHR7;B7Z6U3;A0A5F9ZH40;A0A5F9ZH82;B7Z7D2;A0A5F9ZI20	PPAL_HUMAN	Lysosomal acid phosphatase
ACSF2	-0.137831156745156	0.992020889209412	0.427094866232128	0.632921263842234	0.134910107898347	Q96CM8	Q96CM8;E9PF16	ACSF2_HUMAN	"""Medium-chain acyl-CoA ligase ACSF2, mitochondrial"""
ACSF3	-0.141107552555064	0.532697285616217	0.195794866530576	0.710224320289772	0.248104676821173	Q4G176	Q4G176;F5H5A1;A0A3B3ISK9;F5H362;F5H755	ACSF3_HUMAN	"""Malonate--CoA ligase ACSF3, mitochondrial"""
ACSL1	0.812973406515788	1.75056632625951	1.28176986638765	0.0017246485696793	1.59206701803336e-06	P33121	P33121;E7EPM6;B7Z3Z9;D6RER0;H0Y9Z9	ACSL1_HUMAN	Long-chain-fatty-acid--CoA ligase 1
ACSL3	0.0100621590548903	0.872177573612361	0.441119866333626	0.479128736347012	0.0450936139959059	O95573	O95573	ACSL3_HUMAN	Long-chain-fatty-acid--CoA ligase 3
ACSL4	-0.23679270728134	0.575932440159492	0.169569866439076	0.765899942547759	0.405284212138151	O60488	O60488;D6RF95	ACSL4_HUMAN	Long-chain-fatty-acid--CoA ligase 4
ACSL6	9.63501167121017	15.3154179150159	12.4752147931131	4.68625409666368e-08	1.74573189885212e-11	Q9UKU0	Q9UKU0;A0A494C0B6;A0A494C116;A0A494C0J9;A0A499FJL5;A0A494BZW8;C9J3Z0;C9J8C7;A0A494C1I9;A0A494C0A5;A0A494C005;A0A494C046	ACSL6_HUMAN	Long-chain-fatty-acid--CoA ligase 6
ACSS2	0.375944832411764	3.85165055621189	2.11379769431183	0.352590576263952	0.0182236957163759	Q9NR19	Q9NR19;F8WDJ9;B4DEH9;C9IYL0;C9J7L5;C9JXD9;F8WCJ4;C9JY31	ACSA_HUMAN	"""Acetyl-coenzyme A synthetase, cytoplasmic"""
ACSS3	0.0939103443972577	1.50452938858994	0.799219866493598	0.407484828730725	0.0272320687952767	Q9H6R3	Q9H6R3;A0A0B4J1R2	ACSS3_HUMAN	"""Acyl-CoA synthetase short-chain family member 3, mitochondrial"""
ACTA2	-1.02937775403613	0.0404674868729356	-0.494455133581599	0.540455618526219	0.0691980763024301	P62736	P62736;P68032;P68133;P63267;A6NL76;F8WB63;C9JFL5;B8ZZJ2;F6UVQ4;F6QUT6	ACTA_HUMAN	"""Actin, aortic smooth muscle"""
ACTB	-3.26552347617547	8.84542087003363	2.78994869692908	0.752591874909188	0.35856302929715	A0A2R8Y793	A0A2R8Y793	A0A2R8Y793_HUMAN	"""Actin, cytoplasmic 1 (Fragment)"""
ACTB	0.387305868101272	0.997833864532929	0.6925698663171	0.0138482185975065	3.69774499354569e-05	P60709	P63261;P60709;I3L4N8;G5E9R0;I3L3R2;I3L1U9;E7EVS6;I3L3I0;J3KT65;A0A2R8Y793;A0A2R8YGF8	ACTB_HUMAN	"""Actin, cytoplasmic 1"""
ACTBL2	-0.619314854701824	0.56210458782508	-0.0286051334383721	0.845556233178367	0.922774300559312	Q562R1	Q562R1	ACTBL_HUMAN	Beta-actin-like protein 2
ACTG1	-2.50913750160821	1.92827723406716	-0.290430133770528	0.8320887743006	0.793353489897438	K7EM38	K7EM38	K7EM38_HUMAN	"""Actin, cytoplasmic 2 (Fragment)"""
ACTG1	-4.27624780101653	4.27624780101653	0.0	0.852551501641562	1.0	P63261	P63261;I3L4N8;I3L3R2;I3L1U9;I3L3I0;K7EM38;J3KT65	ACTG_HUMAN	"""Actin, cytoplasmic 2"""
ACTL6A	-0.0332454400636192	0.622235172990062	0.294494866463221	0.555679357935811	0.0770356752760621	O96019	O96019;H7C5S0	ACL6A_HUMAN	Actin-like protein 6A
ACTL6B	-0.230382102902915	0.543921835774711	0.156769866435898	0.769506488547195	0.419230700297361	O94805	O94805;C9JQT4	ACL6B_HUMAN	Actin-like protein 6B
ACTN1	-0.467038762422568	1.92182849517327	0.727394866375349	0.699213975159416	0.22650698056408	H9KV75	H9KV75	H9KV75_HUMAN	Alpha-actinin cytoskeletal isoform
ACTN1	-0.0818295110845401	0.40941924404319	0.163794866479325	0.674770809085676	0.186089663147419	P12814	P12814;H9KV75;G3V2N5;G3V2W4	ACTN1_HUMAN	Alpha-actinin-1
ACTN2	-3.30100702232967	3.64399675524562	0.171494866457977	0.845410831794313	0.92124602469717	P35609	P35609;A0A494C1A0;F6THM6	ACTN2_HUMAN	Alpha-actinin-2
ACTN4	-0.714195631513172	-0.165014635847625	-0.439605133680399	0.137618410782542	0.0023363065370126	H7C144	H7C144	H7C144_HUMAN	Alpha-actinin-4 (Fragment)
ACTN4	-0.276440869312775	0.617230601937247	0.170394866312236	0.776181460165968	0.446658816277688	K7EJH8	K7EJH8	K7EJH8_HUMAN	Alpha-actinin-4 (Fragment)
ACTN4	0.231036914514351	0.620102818717851	0.425569866616101	0.0192318309532468	6.29479166392544e-05	O43707	O43707;H7C144;F5GXS2	ACTN4_HUMAN	Alpha-actinin-4
ACTR10	-1.26233543142414	1.33707516428904	0.0373698664324458	0.848474561407592	0.954098895411221	Q9NZ32	Q9NZ32;V9GYX7;F6S9Y6;G3V2Q5;G3V5Y4	ARP10_HUMAN	Actin-related protein 10
ACTR1A	-0.183547496488757	0.359787229255112	0.0881198663831775	0.791200459066487	0.517066279624561	P61163	P61163;A0A1B0GVS3;R4GMT0	ACTZ_HUMAN	Alpha-centractin
ACTR1B	-1.46352551039124	0.342615243481341	-0.560455133454948	0.694472879632377	0.217906981758117	P42025	P42025	ACTY_HUMAN	Beta-centractin
ACTR2	-0.388217946882403	0.848557679611264	0.230169866364431	0.7786904948753	0.457545862228114	P61160	P61160;A0A1B0GWH0;A0A1B0GWD0	ARP2_HUMAN	Actin-related protein 2
ACTR3	-0.0780187089608271	0.535958440953586	0.22896986599638	0.637947771677794	0.140105597142758	P61158	P61158;B4DXW1	ARP3_HUMAN	Actin-related protein 3
ACTR3B	-3.88059615817687	5.42816537168047	0.7737846067518	0.825656274453318	0.739420839025215	Q9P1U1	Q9P1U1	ARP3B_HUMAN	Actin-related protein 3B
ACTR5	-2.19163933608932	0.664539367061471	-0.763549984513926	0.727576836982054	0.287444109236236	Q9H9F9	Q9H9F9	ARP5_HUMAN	Actin-related protein 5
ACTR6	-2.99287909571095	2.99287909571095	0.0	0.852551501641562	1.0	Q9GZN1	Q9GZN1;F8W043;F8W0Q1;F8VRL1;F8W057;F8VP72	ARP6_HUMAN	Actin-related protein 6
ACTR8	-0.682023416750594	0.250613149125341	-0.215705133812627	0.752006536652216	0.356665770585481	Q9H981	Q9H981;H0Y849	ARP8_HUMAN	Actin-related protein 8
