	wt_d2._vs_TET3KO_d2._CI.L	wt_d2._vs_TET3KO_d2._CI.R	wt_d2._vs_TET3KO_d2._diff	wt_d2._vs_TET3KO_d2._p.adj	wt_d2._vs_TET3KO_d2._p.val	Protein.Group	Protein.Ids	Protein.Names	First.Protein.Description
ABHD17A	-1.14325127332446	-0.0012932503989542	-0.572272261861706	0.655064556684087	0.0495044781079909	Q96GS6	Q96GS6;Q6PCB6;K7EQ25;K7ENJ6	AB17A_HUMAN	Alpha/beta hydrolase domain-containing protein 17A
ABHD17B	-1.34754966314701	0.75553403463725	-0.296007814254882	0.828379734329967	0.573727305836298	Q5VST6	Q5VST6	AB17B_HUMAN	Alpha/beta hydrolase domain-containing protein 17B
ABHD18	-4.92498276166383	3.60965575915698	-0.657663501253424	0.845231404908894	0.757798539329594	A0A2R8YEZ0;B7WP89	B7WP89;A0A2R8YEZ0	A0A2R8YEZ0_HUMAN;B7WP89_HUMAN	Protein ABHD18
ABHD3	-1.98872092375425	0.15278215413635	-0.917969384808949	0.703194475597085	0.091118611550704	Q8WU67	Q8WU67;J3KTE1	ABHD3_HUMAN	Phospholipase ABHD3
ABHD4	-2.09685882780358	5.96312585155508	1.93313351187575	0.795489984836332	0.33931983830328	Q8TB40	Q8TB40	ABHD4_HUMAN	(Lyso)-N-acylphosphatidylethanolamine lipase
ABHD5	-1.404490250363	0.658155899614398	-0.373167175374302	0.816114030041816	0.47010767335591	Q8WTS1	Q8WTS1;A0A2R8YG22;C9J1D1	ABHD5_HUMAN	1-acylglycerol-3-phosphate O-acyltransferase ABHD5
ABHD6	-4.30892460149957	1.73161392542299	-1.28865533803829	0.80517824865999	0.394888322995268	Q9BV23	Q9BV23	ABHD6_HUMAN	Monoacylglycerol lipase ABHD6
ABI1	-0.0613580334431506	0.684313509821488	0.311477738189168	0.70980359315346	0.0994200557378439	Q8IZP0	Q9NYB9;Q8IZP0;E9PEZ7;A0A0A0MRT6;A0A0C4DG21;B6VEX4;F8WAL6;B7Z836;H0Y6B5;E7EP65;E7EW77	ABI1_HUMAN	Abl interactor 1
ABI2	-1.18363398385148	0.260189460177147	-0.461722261837167	0.761748944881554	0.204394505386739	Q9NYB9	Q9NYB9;H7C3Q7;A0A0C4DG21;F8WAL6;B7Z836;H0Y6B5;E7EP65;E7EW77	ABI2_HUMAN	Abl interactor 2
ABL1	-1.21020636419655	-0.550488159320289	-0.88034726175842	0.0603767618453397	2.49343129398046e-06	P00519	P00519	ABL1_HUMAN	Tyrosine-protein kinase ABL1
ABL2	-0.690291055595353	0.495796532039521	-0.0972472617779161	0.844030839990039	0.742846204923312	P42684	P42684	ABL2_HUMAN	Tyrosine-protein kinase ABL2
ABLIM1	-2.49388703357811	3.22126608834487	0.363689527383379	0.848416054599313	0.798953170569188	O14639	O14639;F8W8M4;J3QSX6;F6XFR5;A0A494C1G0;A0A0A0MRL6;A0A3B3IS55;A0A494C1P1;H0Y7N6	ABLM1_HUMAN	Actin-binding LIM protein 1
ABR	-0.702261149432279	0.675716625885269	-0.0132722617735048	0.860082635420194	0.969237921568378	Q12979	Q12979;A0A0G2JQ41;B7Z683;A0A1C7CYZ0;I3NI05	ABR_HUMAN	Active breakpoint cluster region-related protein
ABRACL	1.4175415152211	3.23831396114948	2.32792773818529	0.077181325562749	5.34927164777074e-06	Q9P1F3	Q9P1F3;Q5SZC9	ABRAL_HUMAN	Costars family protein ABRACL
ABRAXAS1	-3.89375651087152	3.89375651087152	-2.2204460492503099e-16	0.861983338593064	1.0	Q6UWZ7	Q6UWZ7;A0A087WWJ9;D6REL5;A0A087WZ78	ABRX1_HUMAN	BRCA1-A complex subunit Abraxas 1
ABRAXAS2	-0.505679079933914	0.735496983461006	0.114908951763546	0.841396026591965	0.711080057223225	Q15018	Q15018	ABRX2_HUMAN	BRISC complex subunit Abraxas 2
ABT1	-0.618794892880333	0.0334503690975747	-0.292672261891379	0.690636802461241	0.0773960573405015	Q9ULW3	Q9ULW3	ABT1_HUMAN	Activator of basal transcription 1
ACAA1	-0.261593281950766	0.425598758303671	0.0820027381764525	0.834383672429283	0.633226198944221	P09110	P09110;C9JDE9;H7C131;H0Y4D4	THIK_HUMAN	"""3-ketoacyl-CoA thiolase, peroxisomal"""
ACAA2	0.417119295447939	1.26873618031073	0.842927737879332	0.218271216615054	0.0002389126542716	P42765	P42765;A0A0B4J2A4	THIM_HUMAN	"""3-ketoacyl-CoA thiolase, mitochondrial"""
ACACA	-0.676272825806137	0.0325283021954729	-0.321872261805332	0.687161869883226	0.0740179637579002	Q13085	Q13085;Q59FY4;A0A087WWN5	ACACA_HUMAN	Acetyl-CoA carboxylase 1
ACAD10	-2.29021645039779	-0.629376483047117	-1.45979646672245	0.308566391071918	0.0009323151443271	Q6JQN1	Q6JQN1;F8W1I9;D6RFF6	ACD10_HUMAN	Acyl-CoA dehydrogenase family member 10
ACAD11	-4.39414624656921	2.17774587980454	-1.10820018338234	0.820012141106958	0.500635297439543	Q709F0	Q709F0	ACD11_HUMAN	Acyl-CoA dehydrogenase family member 11
ACAD8	-0.325226306624863	0.413181783086351	0.043977738230744	0.849360255718491	0.811579809754823	Q9UKU7	Q9UKU7	ACAD8_HUMAN	"""Isobutyryl-CoA dehydrogenase, mitochondrial"""
ACAD9	-0.951977579897397	-0.227866943553187	-0.589922261725292	0.371802694198723	0.0019843770301281	Q9H845	Q9H845;H0Y8Z9	ACAD9_HUMAN	"""Complex I assembly factor ACAD9, mitochondrial"""
ACADM	0.0060440653024491	0.929761410770423	0.467902738036436	0.651163267767501	0.0471953052036623	P11310	P11310;E9PJM9;B7Z9I1;Q5T4U5	ACADM_HUMAN	"""Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"""
ACADS	-3.73449170900504	5.02584718539934	0.645677738197151	0.84603834296129	0.768019897469164	P16219	P16219;E9PE82	ACADS_HUMAN	"""Short-chain specific acyl-CoA dehydrogenase, mitochondrial"""
ACADSB	0.0175191815403311	0.842186294549668	0.429852738045	0.640346579438599	0.041387905188359	P45954	P45954	ACDSB_HUMAN	"""Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"""
ACADVL	-1.46361580623126	-0.762928717383245	-1.11327226180725	0.0159067306656176	7.33759716114198e-08	P49748	P49748	ACADV_HUMAN	"""Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"""
ACAP1	-5.30709723710743	3.57854632276972	-0.864275457168855	0.840205151398419	0.697185161533038	Q15027	Q15027	ACAP1_HUMAN	"""Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1"""
ACAP2	-3.06660035347874	3.17775582985282	0.0555777381870399	0.860228750690133	0.971572256484741	Q15057	Q15057;A0A087X1H5;A0A0U1RQT1	ACAP2_HUMAN	"""Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"""
ACAP3	-3.28400742788357	2.56031290417372	-0.361847261854926	0.848815948498588	0.804276851514062	Q96P50	Q96P50	ACAP3_HUMAN	"""Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3"""
ACAT1	0.0376065853486453	1.00104889088675	0.519327738117696	0.626834782557343	0.035203873625647	P24752	P24752;A0A5F9ZI66;A0A5F9ZHJ0;A0A5F9ZHD4	THIL_HUMAN	"""Acetyl-CoA acetyltransferase, mitochondrial"""
ACAT2	0.260397412801806	1.25565806287007	0.758027737835938	0.424886228291218	0.0036230098087391	Q9BWD1	Q9BWD1	THIC_HUMAN	"""Acetyl-CoA acetyltransferase, cytosolic"""
ACBD3	-0.289989607513453	0.205695083825843	-0.0421472618438052	0.843282894462811	0.733683463330998	Q9H3P7	Q9H3P7	GCP60_HUMAN	Golgi resident protein GCP60
ACBD5	-1.47801521841078	-0.430429305244656	-0.954222261827717	0.278337413149359	0.000634385347981	Q5T8D3	Q5T8D3;Q5T8E0;B7Z2R7;X6RDD7	ACBD5_HUMAN	Acyl-CoA-binding domain-containing protein 5
ACBD6	-0.396464613995592	0.493520090445843	0.0485277382251255	0.850510181092064	0.827224958527967	Q9BR61	Q9BR61;A0A2R8Y544	ACBD6_HUMAN	Acyl-CoA-binding domain-containing protein 6
ACD	-2.3228636543971	4.87005197785635	1.27359416172963	0.817350836623611	0.479566406044306	Q96AP0	Q96AP0;R4GNJ5;A0A590TQL1	ACD_HUMAN	Adrenocortical dysplasia protein homolog
ACE	-19.0425277022492	-6.64367838036964	-12.8431030413094	0.18956364755126	0.0001331949357689	P12821	P12821;F6X3S4;J3KTB8;A0A0A0MSN4	ACE_HUMAN	Angiotensin-converting enzyme
ACHE	-17.1993128712109	-15.5265454010352	-16.3629291361231	2.02164929550036e-14	4.20518138961746e-37	P22303	P22303;C9J2S3;F8WAR7;F8WD68;C9JZL6	ACES_HUMAN	Acetylcholinesterase
ACIN1	0.648944503742265	1.43296097240484	1.04095273807355	0.0621804752211539	2.73363881461788e-06	Q9UKV3	Q9UKV3;G3V3B0;E7EQT4;S4R3H4;G3V3T3	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus
ACLY	-0.448663289344655	0.426618765445031	-0.0110222619498117	0.859487844629944	0.959787895545499	P53396	P53396	ACLY_HUMAN	ATP-citrate synthase
ACO1	-0.101037140554509	0.622042616674192	0.260502738059841	0.741797216158844	0.153744791949303	P21399	P21399	ACOC_HUMAN	Cytoplasmic aconitate hydratase
ACO2	-0.0104279010676958	0.664483377144999	0.327027738038652	0.666753554863579	0.0572011938327389	Q99798	Q99798;A2A274	ACON_HUMAN	"""Aconitate hydratase, mitochondrial"""
ACOT1	-0.654026381057676	-0.114718142535509	-0.384372261796592	0.473221262816429	0.006194324522455	Q86TX2	Q86TX2;P49753;A0A087WT95;A0A087X0W7;G3V4F2	ACOT1_HUMAN	Acyl-coenzyme A thioesterase 1
ACOT7	0.527165442462267	1.02274003406709	0.77495273826468	0.0183617741181361	1.0408397218997e-07	O00154	O00154;K7EKP8	BACH_HUMAN	Cytosolic acyl coenzyme A thioester hydrolase
ACOT8	0.198344792751266	0.973910684096415	0.586127738423841	0.430765092108118	0.0038687124231181	O14734	O14734;Q9BR14;E9PJN0;E9PMC4;E9PIS4;H7C5A7;H0Y698	ACOT8_HUMAN	Acyl-coenzyme A thioesterase 8
ACOT9	-0.755335412189268	0.11209088828732	-0.321622261950974	0.736275232520644	0.142352976792417	Q9Y305	Q9Y305;H7C5Q2;C9J7L8	ACOT9_HUMAN	"""Acyl-coenzyme A thioesterase 9, mitochondrial"""
ACOX1	-1.19741193651741	0.867517412797979	-0.164947261859716	0.844546418795651	0.749230292694296	Q15067	Q15067	ACOX1_HUMAN	Peroxisomal acyl-coenzyme A oxidase 1
ACOX3	-3.57463835170161	-1.47960620480624	-2.52712227825392	0.103563918406144	1.42084501375286e-05	O15254	O15254	ACOX3_HUMAN	Peroxisomal acyl-coenzyme A oxidase 3
ACP1	1.24707448021632	2.75128099589972	1.99917773805802	0.0618184625189382	2.6839114894134e-06	P24666	P24666;G5E9R5	PPAC_HUMAN	Low molecular weight phosphotyrosine protein phosphatase
ACP2	-1.29004069752344	-0.457203826040401	-0.873622261781918	0.182263305449539	0.0001125306995661	P11117	P11117;E9PQY3;E9PHY0;A0A5F9ZHR7;B7Z6U3;A0A5F9ZH40;A0A5F9ZH82;B7Z7D2;A0A5F9ZI20	PPAL_HUMAN	Lysosomal acid phosphatase
ACSF2	-0.561523284906914	0.568328761047655	0.0034027380703705	0.861394559120727	0.990379000381199	Q96CM8	Q96CM8;E9PF16	ACSF2_HUMAN	"""Medium-chain acyl-CoA ligase ACSF2, mitochondrial"""
ACSF3	-0.645074680985542	0.0287301571857386	-0.308172261899902	0.685045249443772	0.0720409486344558	Q4G176	Q4G176;F5H5A1;A0A3B3ISK9;F5H362;F5H755	ACSF3_HUMAN	"""Malonate--CoA ligase ACSF3, mitochondrial"""
ACSL1	-0.734093721524417	0.203499198219305	-0.265297261652556	0.778182117473389	0.260555463146014	P33121	P33121;E7EPM6;B7Z3Z9;D6RER0;H0Y9Z9	ACSL1_HUMAN	Long-chain-fatty-acid--CoA ligase 1
ACSL3	-0.86920496923739	-0.0070895546799191	-0.438147261958655	0.649943008826492	0.0464975144629112	O95573	O95573	ACSL3_HUMAN	Long-chain-fatty-acid--CoA ligase 3
ACSL4	-0.29235983580172	0.520365311639112	0.114002737918696	0.828517430281887	0.575022718188292	O60488	O60488;D6RF95	ACSL4_HUMAN	Long-chain-fatty-acid--CoA ligase 4
ACSL6	-3.17230404196414	2.50810220184163	-0.332100920061254	0.849611509725437	0.814973038451057	Q9UKU0	Q9UKU0;A0A494C0B6;A0A494C116;A0A494C0J9;A0A499FJL5;A0A494BZW8;C9J3Z0;C9J8C7;A0A494C1I9;A0A494C0A5;A0A494C005;A0A494C046	ACSL6_HUMAN	Long-chain-fatty-acid--CoA ligase 6
ACSS2	0.752148172484346	4.22785389628447	2.49000103438441	0.46962271958665	0.0059528243640465	Q9NR19	Q9NR19;F8WDJ9;B4DEH9;C9IYL0;C9J7L5;C9JXD9;F8WCJ4;C9JY31	ACSA_HUMAN	"""Acetyl-coenzyme A synthetase, cytoplasmic"""
ACSS3	-1.10265678388999	0.307962260302688	-0.397347261793652	0.77872204855524	0.262676495116424	Q9H6R3	Q9H6R3;A0A0B4J1R2	ACSS3_HUMAN	"""Acyl-CoA synthetase short-chain family member 3, mitochondrial"""
ACTA2	-0.524319882363671	0.545525358545399	0.0106027380908635	0.86002683725607	0.96834782965165	P62736	P62736;P68032;P68133;P63267;A6NL76;F8WB63;C9JFL5;B8ZZJ2;F6UVQ4;F6QUT6	ACTA_HUMAN	"""Actin, aortic smooth muscle"""
ACTB	-6.17869443482649	5.93224991138261	-0.123222261721939	0.859973983994382	0.967505396974635	A0A2R8Y793	A0A2R8Y793	A0A2R8Y793_HUMAN	"""Actin, cytoplasmic 1 (Fragment)"""
ACTB	0.285513740104764	0.896041736536422	0.590777738320593	0.232835672571065	0.0003152925903846	P60709	P63261;P60709;I3L4N8;G5E9R0;I3L3R2;I3L1U9;E7EVS6;I3L3I0;J3KT65;A0A2R8Y793;A0A2R8YGF8	ACTB_HUMAN	"""Actin, cytoplasmic 1"""
ACTBL2	-0.450256983260833	0.731162459266071	0.140452738002619	0.834504772856712	0.634491863556	Q562R1	Q562R1	ACTBL_HUMAN	Beta-actin-like protein 2
ACTG1	-0.481829629722835	3.95558510595253	1.73687773811485	0.725004678385398	0.12193634832378	K7EM38	K7EM38	K7EM38_HUMAN	"""Actin, cytoplasmic 2 (Fragment)"""
ACTG1	-0.0844717061263545	8.4680238959067	4.19177609489017	0.662869765468501	0.0545066141189066	P63261	P63261;I3L4N8;I3L3R2;I3L1U9;I3L3I0;K7EM38;J3KT65	ACTG_HUMAN	"""Actin, cytoplasmic 2"""
ACTL6A	0.19003743159912	0.845518044652802	0.517777738125961	0.396586928039626	0.0026350009304759	O96019	O96019;H7C5S0	ACL6A_HUMAN	Actin-like protein 6A
ACTL6B	-0.412674231226465	0.361629707451162	-0.0255222618876516	0.855259207322012	0.89501400688853	O94805	O94805;C9JQT4	ACL6B_HUMAN	Actin-like protein 6B
ACTN1	-2.09855589089706	0.290311366698777	-0.90412226209914	0.732139426344137	0.134443720403118	H9KV75	H9KV75	H9KV75_HUMAN	Alpha-actinin cytoskeletal isoform
ACTN1	-0.280421639407362	0.210827115720368	-0.0347972618434973	0.846723027895159	0.776801928686605	P12814	P12814;H9KV75;G3V2N5;G3V2W4	ACTN1_HUMAN	Alpha-actinin-1
ACTN2	-3.71447415050056	3.23052962707472	-0.241972261712917	0.854856628796093	0.889066058701754	P35609	P35609;A0A494C1A0;F6THM6	ACTN2_HUMAN	Alpha-actinin-2
ACTN4	-0.940437759402681	-0.391256763737135	-0.665847261569908	0.101125266805867	1.30749886682791e-05	H7C144	H7C144	H7C144_HUMAN	Alpha-actinin-4 (Fragment)
ACTN4	-0.137457997623165	0.756213473626856	0.309377738001846	0.748971762835489	0.170115531487293	K7EJH8	K7EJH8	K7EJH8_HUMAN	Alpha-actinin-4 (Fragment)
ACTN4	-0.0109802138736553	0.378085690329844	0.183552738228094	0.67548041230989	0.0638094486564764	O43707	O43707;H7C144;F5GXS2	ACTN4_HUMAN	Alpha-actinin-4
ACTR10	-2.66015741639524	-0.0607468206820556	-1.36045211853865	0.638756445853631	0.0406021556528841	Q9NZ32	Q9NZ32;V9GYX7;F6S9Y6;G3V2Q5;G3V5Y4	ARP10_HUMAN	Actin-related protein 10
ACTR1A	0.0134853753845933	0.556820101128463	0.285152738256528	0.637667748545455	0.0400735815090586	P61163	P61163;A0A1B0GVS3;R4GMT0	ACTZ_HUMAN	Alpha-centractin
ACTR1B	-1.90089263866482	-0.0947518847922413	-0.99782226172853	0.616332807469111	0.0310906368488909	P42025	P42025	ACTY_HUMAN	Beta-centractin
ACTR2	-0.795660074968957	0.44111555152471	-0.177272261722123	0.827630765913457	0.566735967801245	P61160	P61160;A0A1B0GWH0;A0A1B0GWD0	ARP2_HUMAN	Actin-related protein 2
ACTR3	0.197064163422932	0.811041313337346	0.504052738380139	0.365537650983972	0.0018454607131282	P61158	P61158;B4DXW1	ARP3_HUMAN	Actin-related protein 3
ACTR3B	-16.5944752893048	-7.28571375944745	-11.9400945243761	0.0758563355100123	5.05672115833385e-06	Q9P1U1	Q9P1U1	ARP3B_HUMAN	Actin-related protein 3B
ACTR5	-0.996811613503505	1.85936708964729	0.431277738071891	0.82537827435296	0.546257949629275	Q9H9F9	Q9H9F9	ARP5_HUMAN	Actin-related protein 5
ACTR6	0.991146318229534	6.97690450965144	3.98402541394048	0.518260242448443	0.0101946762600906	Q9GZN1	Q9GZN1;F8W043;F8W0Q1;F8VRL1;F8W057;F8VP72	ARP6_HUMAN	Actin-related protein 6
