	wt_d0._vs_TET3KO_d0._diff	wt_d0._vs_TET3KO_d0._p.val	Protein.Group	Protein.Ids	Protein.Names	First.Protein.Description	cluster
ABAT	0.260229217797573	0.300191086271915	P80404	P80404;H3BNQ7;H3BRN4	GABT_HUMAN	"""4-aminobutyrate aminotransferase, mitochondrial"""	8.0
ABCA1	4.64832373383263	0.0086841291427193	O95477	O95477	ABCA1_HUMAN	Phospholipid-transporting ATPase ABCA1	
ABCA2	0.0	1.0	Q9BZC7	Q9BZC7;A0A087WXK5;J3QSS3;E9PGB2	ABCA2_HUMAN	ATP-binding cassette sub-family A member 2	1.0
ABCA3	0.541765339261325	0.849827724777734	Q99758	Q99758;H0Y3H2	ABCA3_HUMAN	ATP-binding cassette sub-family A member 3	
ABCA4	-13.8804178759462	2.84260955151652e-07	P78363	P78363;F6TT59	ABCA4_HUMAN	Retinal-specific phospholipid-transporting ATPase ABCA4	4.0
ABCA5	-15.8297367100314	1.23540110211281e-35	Q8WWZ7	Q8WWZ7;K7EMV2;K7EPM3;A0A075B778	ABCA5_HUMAN	ATP-binding cassette sub-family A member 5	2.0
ABCA9	0.0	1.0	Q8IUA7	Q8IUA7;H0Y4U7	ABCA9_HUMAN	ATP-binding cassette sub-family A member 9	
ABCB10	-0.679666064491073	0.0509675528512356	Q9NRK6	Q9NRK6	ABCBA_HUMAN	"""ATP-binding cassette sub-family B member 10, mitochondrial"""	
ABCB6	-0.125729168306101	0.720798276311037	Q9NP58	Q9NP58	ABCB6_HUMAN	"""ATP-binding cassette sub-family B member 6, mitochondrial"""	
ABCB7	-0.367341064308977	0.201007809864891	O75027	O75027;A0A590UJS8;A0A2R8Y473;A0A087WW65;B4DGL8;A0A5F9ZA98	ABCB7_HUMAN	"""ATP-binding cassette sub-family B member 7, mitochondrial"""	
ABCB8	0.0882339353967261	0.766428681312031	Q9NUT2	Q9NUT2	MITOS_HUMAN	Mitochondrial potassium channel ATP-binding subunit	
ABCC1	-0.542041064805023	0.0103063384495786	P33527	P33527;I3L4X2	MRP1_HUMAN	Multidrug resistance-associated protein 1	
ABCC10	-0.0223025663507173	0.960648254936327	Q5T3U5	Q5T3U5;H0Y904	MRP7_HUMAN	Multidrug resistance-associated protein 7	
ABCC4	-0.0735910647419047	0.864753427783868	O15439	O15439	MRP4_HUMAN	Multidrug resistance-associated protein 4	
ABCC5	-0.163771134476853	0.720706331584383	O15440	O15440;F8WCY8	MRP5_HUMAN	Multidrug resistance-associated protein 5	
ABCD1	-1.54771282091325	0.0064797456343114	P33897	P33897;A6NEP8	ABCD1_HUMAN	ATP-binding cassette sub-family D member 1	
ABCD2	1.11022302462516e-15	1.0	Q9UBJ2	Q9UBJ2	ABCD2_HUMAN	ATP-binding cassette sub-family D member 2	
ABCD3	-0.36604106447097	0.099809647958838	P28288	P28288;A0A3B3ITW3	ABCD3_HUMAN	ATP-binding cassette sub-family D member 3	
ABCD4	11.0119339923226	0.0014530440256954	O14678	O14678;H0YJ78	ABCD4_HUMAN	Lysosomal cobalamin transporter ABCD4	3.0
ABCE1	0.533958935391823	0.0010581268647183	P61221	P61221;D6RGF4;D6R9I9;H0Y990	ABCE1_HUMAN	ATP-binding cassette sub-family E member 1	
ABCF1	0.359383935261057	0.0052251912713844	Q8NE71	Q8NE71;A0A0G2JIC2;H0YGW7	ABCF1_HUMAN	ATP-binding cassette sub-family F member 1	
ABCF2	0.220983935385366	0.211598639228399	Q9UG63	Q9UG63	ABCF2_HUMAN	ATP-binding cassette sub-family F member 2	
ABCF3	-0.164566064575524	0.175576001317203	Q9NUQ8	Q9NUQ8	ABCF3_HUMAN	ATP-binding cassette sub-family F member 3	
ABCG2	12.8529310253585	7.10614698558326e-07	Q9UNQ0	Q9UNQ0;F8S0F2	ABCG2_HUMAN	Broad substrate specificity ATP-binding cassette transporter ABCG2	3.0
ABHD10	0.563533935606095	0.0266827289906999	Q9NUJ1	Q9NUJ1	ABHDA_HUMAN	"""Mycophenolic acid acyl-glucuronide esterase, mitochondrial"""	
ABHD11	-0.587966064722554	0.0115838403829186	Q8NFV4	Q8NFV4;C9J7Q4;H0YC52;H7BZ58	ABHDB_HUMAN	Protein ABHD11	
ABHD12	-0.196041064639921	0.414881163790258	Q8N2K0	Q8N2K0;Q5T712	ABD12_HUMAN	Lysophosphatidylserine lipase ABHD12	
ABHD13	4.02562373385055	0.298197999174709	Q7L211	Q7L211	ABHDD_HUMAN	Protein ABHD13	
ABHD14A	-1.5543122344752201e-15	0.999999999999994	Q9BUJ0	Q9BUJ0;K7N7A0	ABHEA_HUMAN	Protein ABHD14A	
ABHD14B	-0.856361821335327	0.753974906219875	Q96IU4	Q96IU4;F8W9U3;B4DQI4	ABHEB_HUMAN	Protein ABHD14B	6.0
ABHD15	-1.77635683940025e-15	0.999999999999999	Q6UXT9	Q6UXT9	ABH15_HUMAN	Protein ABHD15	2.0
ABHD16A	-0.286341064652376	0.409907396862113	O95870	O95870;A0A0G2JJD3	ABHGA_HUMAN	Phosphatidylserine lipase ABHD16A	
ABHD17A	-1.05657100889485	0.0005325283799702	Q96GS6	Q96GS6;Q6PCB6;K7EQ25;K7ENJ6	AB17A_HUMAN	Alpha/beta hydrolase domain-containing protein 17A	
ABHD17B	-0.724612752865379	0.172106379121872	Q5VST6	Q5VST6	AB17B_HUMAN	Alpha/beta hydrolase domain-containing protein 17B	
ABHD18	-1.22670279393153	0.565663120468062	A0A2R8YEZ0;B7WP89	B7WP89;A0A2R8YEZ0	A0A2R8YEZ0_HUMAN;B7WP89_HUMAN	Protein ABHD18	6.0
ABHD3	1.77635683940025e-15	0.999999999999997	Q8WU67	Q8WU67;J3KTE1	ABHD3_HUMAN	Phospholipase ABHD3	5.0
ABHD4	-0.228366064649045	0.909684923616753	Q8TB40	Q8TB40	ABHD4_HUMAN	(Lyso)-N-acylphosphatidylethanolamine lipase	3.0
ABHD5	-0.685466064751999	0.187520922593801	Q8WTS1	Q8WTS1;A0A2R8YG22;C9J1D1	ABHD5_HUMAN	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	
ABHD6	3.5527136788005e-15	0.999999999999998	Q9BV23	Q9BV23	ABHD6_HUMAN	Monoacylglycerol lipase ABHD6	5.0
ABI1	0.615658935314592	0.0017479565844452	Q8IZP0	Q9NYB9;Q8IZP0;E9PEZ7;A0A0A0MRT6;A0A0C4DG21;B6VEX4;F8WAL6;B7Z836;H0Y6B5;E7EP65;E7EW77	ABI1_HUMAN	Abl interactor 1	
ABI2	-0.750866064531607	0.0418336027808529	Q9NYB9	Q9NYB9;H7C3Q7;A0A0C4DG21;F8WAL6;B7Z836;H0Y6B5;E7EP65;E7EW77	ABI2_HUMAN	Abl interactor 2	
ABL1	-0.826766064505595	7.54342946367578e-06	P00519	P00519	ABL1_HUMAN	Tyrosine-protein kinase ABL1	8.0
ABL2	0.584933935274005	0.0530839070892387	P42684	P42684	ABL2_HUMAN	Tyrosine-protein kinase ABL2	
ABLIM1	12.3081947590059	3.08673463714836e-11	O14639	O14639;F8W8M4;J3QSX6;F6XFR5;A0A494C1G0;A0A0A0MRL6;A0A3B3IS55;A0A494C1P1;H0Y7N6	ABLM1_HUMAN	Actin-binding LIM protein 1	7.0
ABR	-1.28888563236325	0.0004703722089527	Q12979	Q12979;A0A0G2JQ41;B7Z683;A0A1C7CYZ0;I3NI05	ABR_HUMAN	Active breakpoint cluster region-related protein	
ABRACL	1.97920893518055	6.87870403260149e-05	Q9P1F3	Q9P1F3;Q5SZC9	ABRAL_HUMAN	Costars family protein ABRACL	8.0
ABRAXAS1	2.2204460492503099e-16	1.0	Q6UWZ7	Q6UWZ7;A0A087WWJ9;D6REL5;A0A087WZ78	ABRX1_HUMAN	BRCA1-A complex subunit Abraxas 1	
ABRAXAS2	-0.8392660646	0.0091287083275405	Q15018	Q15018	ABRX2_HUMAN	BRISC complex subunit Abraxas 2	
ABT1	-0.236116064526328	0.15181434513675	Q9ULW3	Q9ULW3	ABT1_HUMAN	Activator of basal transcription 1	
ACAA1	-0.140841064596906	0.413583987423391	P09110	P09110;C9JDE9;H7C131;H0Y4D4	THIK_HUMAN	"""3-ketoacyl-CoA thiolase, peroxisomal"""	
ACAA2	0.373833935713389	0.083829522481342	P42765	P42765;A0A0B4J2A4	THIM_HUMAN	"""3-ketoacyl-CoA thiolase, mitochondrial"""	
ACACA	-0.311166064881569	0.0838065075594803	Q13085	Q13085;Q59FY4;A0A087WWN5	ACACA_HUMAN	Acetyl-CoA carboxylase 1	
ACAD10	-0.756254884835197	0.0732610197308779	Q6JQN1	Q6JQN1;F8W1I9;D6RFF6	ACD10_HUMAN	Acyl-CoA dehydrogenase family member 10	
ACAD11	-1.49391689222991	0.364897049782393	Q709F0	Q709F0	ACD11_HUMAN	Acyl-CoA dehydrogenase family member 11	
ACAD8	-0.0586410646205273	0.750639332476618	Q9UKU7	Q9UKU7	ACAD8_HUMAN	"""Isobutyryl-CoA dehydrogenase, mitochondrial"""	
ACAD9	-0.238141064808225	0.192056211643495	Q9H845	Q9H845;H0Y8Z9	ACAD9_HUMAN	"""Complex I assembly factor ACAD9, mitochondrial"""	
ACADM	0.748258935265071	0.0020931967798837	P11310	P11310;E9PJM9;B7Z9I1;Q5T4U5	ACADM_HUMAN	"""Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"""	
ACADS	-12.2582272005964	1.0212956848366e-06	P16219	P16219;E9PE82	ACADS_HUMAN	"""Short-chain specific acyl-CoA dehydrogenase, mitochondrial"""	2.0
ACADSB	0.359483935494602	0.0859365718444204	P45954	P45954	ACDSB_HUMAN	"""Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"""	
ACADVL	-0.667141064563484	0.0003823988819037	P49748	P49748	ACADV_HUMAN	"""Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"""	8.0
ACAP1	-0.826516064639627	0.709781959571645	Q15027	Q15027	ACAP1_HUMAN	"""Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1"""	
ACAP2	-0.0378160644976262	0.980654995644768	Q15057	Q15057;A0A087X1H5;A0A0U1RQT1	ACAP2_HUMAN	"""Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"""	8.0
ACAP3	0.0	1.0	Q96P50	Q96P50	ACAP3_HUMAN	"""Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3"""	5.0
ACAT1	0.361808935333102	0.137418308884449	P24752	P24752;A0A5F9ZI66;A0A5F9ZHJ0;A0A5F9ZHD4	THIL_HUMAN	"""Acetyl-CoA acetyltransferase, mitochondrial"""	
ACAT2	0.126583935488547	0.611087021736968	Q9BWD1	Q9BWD1	THIC_HUMAN	"""Acetyl-CoA acetyltransferase, cytosolic"""	
ACBD3	-0.143816064410732	0.248818931799387	Q9H3P7	Q9H3P7	GCP60_HUMAN	Golgi resident protein GCP60	
ACBD5	0.657208935199272	0.015057742988561	Q5T8D3	Q5T8D3;Q5T8E0;B7Z2R7;X6RDD7	ACBD5_HUMAN	Acyl-CoA-binding domain-containing protein 5	
ACBD6	-0.329291064533148	0.143176199090481	Q9BR61	Q9BR61;A0A2R8Y544	ACBD6_HUMAN	Acyl-CoA-binding domain-containing protein 6	
ACD	0.325908935493153	0.85606680407988	Q96AP0	Q96AP0;R4GNJ5;A0A590TQL1	ACD_HUMAN	Adrenocortical dysplasia protein homolog	8.0
ACE	2.2204460492503099e-16	1.0	P12821	P12821;F6X3S4;J3KTB8;A0A0A0MSN4	ACE_HUMAN	Angiotensin-converting enzyme	2.0
ACHE	-1.11022302462516e-15	0.999999999999998	P22303	P22303;C9J2S3;F8WAR7;F8WD68;C9JZL6	ACES_HUMAN	Acetylcholinesterase	2.0
ACIN1	0.808158935106405	0.0001420568205584	Q9UKV3	Q9UKV3;G3V3B0;E7EQT4;S4R3H4;G3V3T3	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus	
ACLY	0.0500839354272493	0.818838527231212	P53396	P53396	ACLY_HUMAN	ATP-citrate synthase	
ACO1	-0.274041064585553	0.133923930067523	P21399	P21399	ACOC_HUMAN	Cytoplasmic aconitate hydratase	
ACO2	0.398633935420893	0.021626271657157	Q99798	Q99798;A2A274	ACON_HUMAN	"""Aconitate hydratase, mitochondrial"""	8.0
ACOT1	-0.553466064597689	0.0001505365857695	Q86TX2	Q86TX2;P49753;A0A087WT95;A0A087X0W7;G3V4F2	ACOT1_HUMAN	Acyl-coenzyme A thioesterase 1	8.0
ACOT7	0.445958935360931	0.0007248311881093	O00154	O00154;K7EKP8	BACH_HUMAN	Cytosolic acyl coenzyme A thioester hydrolase	
ACOT8	0.23665893512943	0.22553299567134	O14734	O14734;Q9BR14;E9PJN0;E9PMC4;E9PIS4;H7C5A7;H0Y698	ACOT8_HUMAN	Acyl-coenzyme A thioesterase 8	8.0
ACOT9	-0.159691064708351	0.462382721000638	Q9Y305	Q9Y305;H7C5Q2;C9J7L8	ACOT9_HUMAN	"""Acyl-coenzyme A thioesterase 9, mitochondrial"""	
ACOX1	-0.991770024850268	0.0593353544685291	Q15067	Q15067	ACOX1_HUMAN	Peroxisomal acyl-coenzyme A oxidase 1	
ACOX3	-0.73053485840115	0.167100811883597	O15254	O15254	ACOX3_HUMAN	Peroxisomal acyl-coenzyme A oxidase 3	
ACP1	1.60328393526308	9.05028797360075e-05	P24666	P24666;G5E9R5	PPAC_HUMAN	Low molecular weight phosphotyrosine protein phosphatase	8.0
ACP2	-0.425066064880049	0.0456137127409753	P11117	P11117;E9PQY3;E9PHY0;A0A5F9ZHR7;B7Z6U3;A0A5F9ZH40;A0A5F9ZH82;B7Z7D2;A0A5F9ZI20	PPAL_HUMAN	Lysosomal acid phosphatase	8.0
ACSF2	-0.0786410647665257	0.780578370952988	Q96CM8	Q96CM8;E9PF16	ACSF2_HUMAN	"""Medium-chain acyl-CoA ligase ACSF2, mitochondrial"""	
ACSF3	0.114208935383953	0.498435804850771	Q4G176	Q4G176;F5H5A1;A0A3B3ISK9;F5H362;F5H755	ACSF3_HUMAN	"""Malonate--CoA ligase ACSF3, mitochondrial"""	
ACSL1	-0.110491064700362	0.637449227604508	P33121	P33121;E7EPM6;B7Z3Z9;D6RER0;H0Y9Z9	ACSL1_HUMAN	Long-chain-fatty-acid--CoA ligase 1	8.0
ACSL3	0.425233935346924	0.0530458439526394	O95573	O95573	ACSL3_HUMAN	Long-chain-fatty-acid--CoA ligase 3	
ACSL4	-0.033441064471404	0.869161524527603	O60488	O60488;D6RF95	ACSL4_HUMAN	Long-chain-fatty-acid--CoA ligase 4	
ACSL6	0.0	1.0	Q9UKU0	Q9UKU0;A0A494C0B6;A0A494C116;A0A494C0J9;A0A499FJL5;A0A494BZW8;C9J3Z0;C9J8C7;A0A494C1I9;A0A494C0A5;A0A494C005;A0A494C046	ACSL6_HUMAN	Long-chain-fatty-acid--CoA ligase 6	5.0
ACSS2	0.632063771172241	0.467828834343841	Q9NR19	Q9NR19;F8WDJ9;B4DEH9;C9IYL0;C9J7L5;C9JXD9;F8WCJ4;C9JY31	ACSA_HUMAN	"""Acetyl-coenzyme A synthetase, cytoplasmic"""	8.0
ACSS3	-0.831880515850578	0.0218196597634097	Q9H6R3	Q9H6R3;A0A0B4J1R2	ACSS3_HUMAN	"""Acyl-CoA synthetase short-chain family member 3, mitochondrial"""	
ACTA2	0.649583935263902	0.0184019075883748	P62736	P62736;P68032;P68133;P63267;A6NL76;F8WB63;C9JFL5;B8ZZJ2;F6UVQ4;F6QUT6	ACTA_HUMAN	"""Actin, aortic smooth muscle"""	
ACTB	17.4134200539395	5.99296099189891e-07	A0A2R8Y793	A0A2R8Y793	A0A2R8Y793_HUMAN	"""Actin, cytoplasmic 1 (Fragment)"""	7.0
ACTB	0.583758935368753	0.0003637623046753	P60709	P63261;P60709;I3L4N8;G5E9R0;I3L3R2;I3L1U9;E7EVS6;I3L3I0;J3KT65;A0A2R8Y793;A0A2R8YGF8	ACTB_HUMAN	"""Actin, cytoplasmic 1"""	7.0
ACTBL2	0.396258935452941	0.183534046011973	Q562R1	Q562R1	ACTBL_HUMAN	Beta-actin-like protein 2	
ACTG1	0.760408935375168	0.493746814727932	K7EM38	K7EM38	K7EM38_HUMAN	"""Actin, cytoplasmic 2 (Fragment)"""	
ACTG1	-2.2204460492503099e-16	1.0	P63261	P63261;I3L4N8;I3L3R2;I3L1U9;I3L3I0;K7EM38;J3KT65	ACTG_HUMAN	"""Actin, cytoplasmic 2"""	
ACTL6A	0.486958935361322	0.0044588551391621	O96019	O96019;H7C5S0	ACL6A_HUMAN	Actin-like protein 6A	
ACTL6B	-3.5527136788005e-15	0.999999999999985	O94805	O94805;C9JQT4	ACL6B_HUMAN	Actin-like protein 6B	2.0
ACTN1	-0.490891064493354	0.412364488520196	H9KV75	H9KV75	H9KV75_HUMAN	Alpha-actinin cytoskeletal isoform	
ACTN1	0.128733935552575	0.296951310408532	P12814	P12814;H9KV75;G3V2N5;G3V2W4	ACTN1_HUMAN	Alpha-actinin-1	
ACTN2	1.0009571059731	0.564602238662868	P35609	P35609;A0A494C1A0;F6THM6	ACTN2_HUMAN	Alpha-actinin-2	
ACTN4	-0.2553660646578	0.0675771338028539	H7C144	H7C144	H7C144_HUMAN	Alpha-actinin-4 (Fragment)	8.0
ACTN4	0.252533935076968	0.26117979747971	K7EJH8	K7EJH8	K7EJH8_HUMAN	Alpha-actinin-4 (Fragment)	8.0
ACTN4	0.507058935386947	3.81878693106456e-06	O43707	O43707;H7C144;F5GXS2	ACTN4_HUMAN	Alpha-actinin-4	8.0
ACTR10	-2.16599324465174	0.0015996025365712	Q9NZ32	Q9NZ32;V9GYX7;F6S9Y6;G3V2Q5;G3V5Y4	ARP10_HUMAN	Actin-related protein 10	
ACTR1A	0.274133935400457	0.0480392176195566	P61163	P61163;A0A1B0GVS3;R4GMT0	ACTZ_HUMAN	Alpha-centractin	
ACTR1B	-0.998554496203603	0.0309733584343962	P42025	P42025	ACTY_HUMAN	Beta-centractin	
ACTR2	0.395283935539346	0.204648970290598	P61160	P61160;A0A1B0GWH0;A0A1B0GWD0	ARP2_HUMAN	Actin-related protein 2	
ACTR3	0.395208935445698	0.0127670306831447	P61158	P61158;B4DXW1	ARP3_HUMAN	Actin-related protein 3	
ACTR3B	0.20972698747935	0.92812488862076	Q9P1U1	Q9P1U1	ARP3B_HUMAN	Actin-related protein 3B	
ACTR5	0.0049877748177458	0.994421185369904	Q9H9F9	Q9H9F9	ARP5_HUMAN	Actin-related protein 5	
ACTR6	-6.66133814775094e-16	1.0	Q9GZN1	Q9GZN1;F8W043;F8W0Q1;F8VRL1;F8W057;F8VP72	ARP6_HUMAN	Actin-related protein 6	
ACTR8	-0.394666064681125	0.0952044188643072	Q9H981	Q9H981;H0Y849	ARP8_HUMAN	Actin-related protein 8	
ACVR1	-1.75092125750375	0.495127642592605	Q04771	Q04771	ACVR1_HUMAN	Activin receptor type-1	3.0
ACVR2A	-1.33226762955019e-15	1.0	P27037	P27037	AVR2A_HUMAN	Activin receptor type-2A	
ACVR2B	13.1749950541303	3.38494496976401e-10	Q13705	P27037;Q13705	AVR2B_HUMAN	Activin receptor type-2B	7.0
ACY1	0.156883935385046	0.506336069751968	Q03154	Q03154;A0A1B0GV31;C9JMV9;A0A1B0GVA5;A0A1B0GW23;A0A1B0GU86	ACY1_HUMAN	Aminoacylase-1	
ACYP1	-1.53259081762215	0.006684244426818	P07311	P07311;G3V2U7	ACYP1_HUMAN	Acylphosphatase-1	6.0
ACYP2	0.0	1.0	P14621	P14621;F8WA34;E9PF46;U3KPX1	ACYP2_HUMAN	Acylphosphatase-2	2.0
ADA	-1.22255629390476	0.0545481741132057	P00813	P00813;F5GXW0	ADA_HUMAN	Adenosine deaminase	
ADAL	-1.5543122344752201e-15	0.999999999999999	Q6DHV7	Q6DHV7	ADAL_HUMAN	Adenosine deaminase-like protein	
ADAM10	-0.428491064572128	0.049570211956859	O14672	O14672	ADA10_HUMAN	Disintegrin and metalloproteinase domain-containing protein 10	
ADAM11	4.83253685875165	0.0096051257270464	O75078	O75078;H7BY08	ADA11_HUMAN	Disintegrin and metalloproteinase domain-containing protein 11	2.0
ADAM12	0.0749256854388012	0.982667007483068	O43184	O43184	ADA12_HUMAN	Disintegrin and metalloproteinase domain-containing protein 12	
ADAM15	-0.479216064455372	0.0916078898533032	Q13444	Q13444	ADA15_HUMAN	Disintegrin and metalloproteinase domain-containing protein 15	
ADAM17	-12.575751783447	0.000255462667385	P78536	P78536	ADA17_HUMAN	Disintegrin and metalloproteinase domain-containing protein 17	3.0
ADAM19	3.84698147165058	0.168834474483241	Q9H013	Q9H013;H0YC66	ADA19_HUMAN	Disintegrin and metalloproteinase domain-containing protein 19	1.0
ADAM22	4.51693147164028	0.0532183862070143	Q9P0K1	Q9P0K1;H7C0Q9;H7C3I4	ADA22_HUMAN	Disintegrin and metalloproteinase domain-containing protein 22	1.0
ADAM9	-12.7297389471961	3.22452994819334e-06	Q13443	Q13443;A0A0J9YY58	ADAM9_HUMAN	Disintegrin and metalloproteinase domain-containing protein 9	6.0
ADAMTS12	-1.33226762955019e-15	1.0	P58397	P58397	ATS12_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 12	
ADAMTS19	15.1400465980394	1.73175024233821e-06	Q8TE59	Q8TE59;A0A1X7SBR9	ATS19_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 19	1.0
ADAMTS2	3.71082373386422	0.112743725033792	O95450	O95450;A0A1B0GTY3	ATS2_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 2	
ADAMTS7	-0.265108905399174	0.509207286196117	Q9UKP4	Q9UKP4	ATS7_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 7	
ADAP1	0.0	1.0	O75689	O75689;Q9NPF8;J3KST1;J3QLP8;H0Y7Q1;H7BZT6;K7ENT1;H7C324;H7C264;Q2V6Q1;A0A087WTN6;H7C4B3	ADAP1_HUMAN	Arf-GAP with dual PH domain-containing protein 1	
ADAR	-1.66711297320907	0.0191234126764848	A0A3B3IRQ9	A0A3B3IRQ9	A0A3B3IRQ9_HUMAN	Double-stranded RNA-specific adenosine deaminase (Fragment)	
ADAR	-0.170216064379424	0.2924451046485	P55265	P55265;A0A3B3IRQ9;A0A3B3ISX1	DSRAD_HUMAN	Double-stranded RNA-specific adenosine deaminase	
ADARB1	3.78293147167182	0.0105713385470111	P78563	P78563	RED1_HUMAN	Double-stranded RNA-specific editase 1	5.0
ADARB2	2.2204460492503099e-16	1.0	Q9NS39	Q9NS39;Q5VW43	RED2_HUMAN	Double-stranded RNA-specific editase B2	
ADAT2	-12.2285523466843	0.0004955364160492	Q7Z6V5	Q7Z6V5	ADAT2_HUMAN	tRNA-specific adenosine deaminase 2	4.0
ADAT3	-0.599841064753583	0.0762112182841236	Q96EY9	Q96EY9;D6W601	ADAT3_HUMAN	Probable inactive tRNA-specific adenosine deaminase-like protein 3	
ADCY2	-0.0337691459625979	0.988551314395279	Q08462	Q08462	ADCY2_HUMAN	Adenylate cyclase type 2	
ADCY3	-11.6439304383172	0.0003162543340412	O60266	O60266;A0A0A0MSC1;H7C1A6;U3KQ91;C9JLX3	ADCY3_HUMAN	Adenylate cyclase type 3	8.0
ADCY9	1.77635683940025e-15	0.999999999999996	O60503	O60503	ADCY9_HUMAN	Adenylate cyclase type 9	5.0
ADD1	-0.0533410646369319	0.665395487127783	P35611	P35611;A0A0A0MSR2;E7ENY0;H0Y9H2;E7EV99	ADDA_HUMAN	Alpha-adducin	
ADD2	0.388108935298956	0.0074072736006003	P35612	P35612	ADDB_HUMAN	Beta-adducin	
ADD3	-0.346116064660912	0.0163574158971521	Q9UEY8	Q9UEY8	ADDG_HUMAN	Gamma-adducin	8.0
ADGRA3	11.4721412970677	0.000353062206188	Q8IWK6	Q8IWK6	AGRA3_HUMAN	Adhesion G protein-coupled receptor A3	1.0
ADGRE5	-1.40876217385728	0.306914253230622	P48960	P48960	AGRE5_HUMAN	Adhesion G protein-coupled receptor E5	3.0
ADGRG1	0.0	1.0	Q9Y653	Q9Y653;H3BRH0;H3BTH7;H3BMF8;H3BT88;H3BPA6;H3BUU6;H3BQJ9;H3BNH4;H3BVD3;H3BRI2;H3BS94;A0A5F9ZHT7;A0A1B0GX62;H3BV52;H3BNN3;H3BRI7;H3BRB4;H3BQZ1;H3BTK9;H3BMY9;A0A5F9ZH94;H3BVA0;H3BM73;H3BSR1;H3BSP5;H3BTD2;H3BV72;H3BVE9;H3BP67;H3BUI6;H3BQ46;H3BRA1;H3BSN7;H3BUH2;H3BSB8;H3BRZ4	AGRG1_HUMAN	Adhesion G-protein coupled receptor G1	5.0
ADGRG2	-11.7536901733109	1.29667118829495e-10	Q8IZP9	Q8IZP9	AGRG2_HUMAN	Adhesion G-protein coupled receptor G2	8.0
