	wt_d4._vs_TET3KO_d4._diff	wt_d4._vs_TET3KO_d4._p.val	Protein.Group	Protein.Ids	Protein.Names	First.Protein.Description	cluster
ACTR5	-0.763549984513926	0.287444109236236	Q9H9F9	Q9H9F9	ARP5_HUMAN	Actin-related protein 5	
ACTR6	0.0	1.0	Q9GZN1	Q9GZN1;F8W043;F8W0Q1;F8VRL1;F8W057;F8VP72	ARP6_HUMAN	Actin-related protein 6	
ACTR8	-0.215705133812627	0.356665770585481	Q9H981	Q9H981;H0Y849	ARP8_HUMAN	Actin-related protein 8	
ACVR1	11.9571186633474	2.41664303517455e-05	Q04771	Q04771	ACVR1_HUMAN	Activin receptor type-1	3.0
ACVR2A	8.881784197001249e-16	1.0	P27037	P27037	AVR2A_HUMAN	Activin receptor type-2A	
ACVR2B	2.17340631168615	0.195722320221925	Q13705	P27037;Q13705	AVR2B_HUMAN	Activin receptor type-2B	7.0
ACY1	-0.3177301337854	0.181555460492705	Q03154	Q03154;A0A1B0GV31;C9JMV9;A0A1B0GVA5;A0A1B0GW23;A0A1B0GU86	ACY1_HUMAN	Aminoacylase-1	
ACYP1	-19.1623980111947	4.1968739696533404e-35	P07311	P07311;G3V2U7	ACYP1_HUMAN	Acylphosphatase-1	6.0
ACYP2	-1.10717951322865	0.054749649298132	P14621	P14621;F8WA34;E9PF46;U3KPX1	ACYP2_HUMAN	Acylphosphatase-2	2.0
ADA	-0.111211087895022	0.858370102489979	P00813	P00813;F5GXW0	ADA_HUMAN	Adenosine deaminase	
ADAL	0.0	1.0	Q6DHV7	Q6DHV7	ADAL_HUMAN	Adenosine deaminase-like protein	
ADAM10	-0.294805133552824	0.171946055604525	O14672	O14672	ADA10_HUMAN	Disintegrin and metalloproteinase domain-containing protein 10	
ADAM11	-0.128730133581449	0.942921599966131	O75078	O75078;H7BY08	ADA11_HUMAN	Disintegrin and metalloproteinase domain-containing protein 11	2.0
ADAM12	-1.92302748922465	0.577763548060902	O43184	O43184	ADA12_HUMAN	Disintegrin and metalloproteinase domain-containing protein 12	
ADAM15	-0.243356733410828	0.386138995446315	Q13444	Q13444	ADA15_HUMAN	Disintegrin and metalloproteinase domain-containing protein 15	
ADAM17	0.0	1.0	P78536	P78536	ADA17_HUMAN	Disintegrin and metalloproteinase domain-containing protein 17	3.0
ADAM19	16.4208928774644	3.23593736079985e-07	Q9H013	Q9H013;H0YC66	ADA19_HUMAN	Disintegrin and metalloproteinase domain-containing protein 19	1.0
ADAM22	0.64964486662215	0.776640287347783	Q9P0K1	Q9P0K1;H7C0Q9;H7C3I4	ADA22_HUMAN	Disintegrin and metalloproteinase domain-containing protein 22	1.0
ADAM9	0.0	1.0	Q13443	Q13443;A0A0J9YY58	ADAM9_HUMAN	Disintegrin and metalloproteinase domain-containing protein 9	6.0
ADAMTS12	0.0	1.0	P58397	P58397	ATS12_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 12	
ADAMTS19	0.0	1.0	Q8TE59	Q8TE59;A0A1X7SBR9	ATS19_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 19	1.0
ADAMTS2	0.0	1.0	O95450	O95450;A0A1B0GTY3	ATS2_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 2	
ADAMTS7	-0.0343301335393775	0.93172336695953	Q9UKP4	Q9UKP4	ATS7_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 7	
ADAP1	1.00932318566668	0.644472787924238	O75689	O75689;Q9NPF8;J3KST1;J3QLP8;H0Y7Q1;H7BZT6;K7ENT1;H7C324;H7C264;Q2V6Q1;A0A087WTN6;H7C4B3	ADAP1_HUMAN	Arf-GAP with dual PH domain-containing protein 1	
ADAR	-0.383455133660419	0.57914452501705	A0A3B3IRQ9	A0A3B3IRQ9	A0A3B3IRQ9_HUMAN	Double-stranded RNA-specific adenosine deaminase (Fragment)	
ADAR	0.35801986641815	0.0299629369433932	P55265	P55265;A0A3B3IRQ9;A0A3B3ISX1	DSRAD_HUMAN	Double-stranded RNA-specific adenosine deaminase	
ADARB1	0.660519866396374	0.64385121299357	P78563	P78563	RED1_HUMAN	Double-stranded RNA-specific editase 1	5.0
ADARB2	4.5144920435962	0.15349033978328	Q9NS39	Q9NS39;Q5VW43	RED2_HUMAN	Double-stranded RNA-specific editase B2	
ADAT2	-15.8666040390593	1.38572329914434e-05	Q7Z6V5	Q7Z6V5	ADAT2_HUMAN	tRNA-specific adenosine deaminase 2	4.0
ADAT3	-0.995880071141805	0.0042115831899328	Q96EY9	Q96EY9;D6W601	ADAT3_HUMAN	Probable inactive tRNA-specific adenosine deaminase-like protein 3	
ADCY2	0.0	1.0	Q08462	Q08462	ADCY2_HUMAN	Adenylate cyclase type 2	
ADCY3	12.1212871230096	0.0001921130966449	O60266	O60266;A0A0A0MSC1;H7C1A6;U3KQ91;C9JLX3	ADCY3_HUMAN	Adenylate cyclase type 3	8.0
ADCY9	-0.559522551258052	0.173138623237797	O60503	O60503	ADCY9_HUMAN	Adenylate cyclase type 9	5.0
ADD1	0.153369866279654	0.217060803200759	P35611	P35611;A0A0A0MSR2;E7ENY0;H0Y9H2;E7EV99	ADDA_HUMAN	Alpha-adducin	
ADD2	0.254469866597326	0.0726548614193943	P35612	P35612	ADDB_HUMAN	Beta-adducin	
ADD3	0.203194866811796	0.150234728202819	Q9UEY8	Q9UEY8	ADDG_HUMAN	Gamma-adducin	8.0
ADGRA3	12.2725800335541	0.0001521031207801	Q8IWK6	Q8IWK6	AGRA3_HUMAN	Adhesion G protein-coupled receptor A3	1.0
ADGRE5	0.0	1.0	P48960	P48960	AGRE5_HUMAN	Adhesion G protein-coupled receptor E5	3.0
ADGRG1	0.805544866532571	0.648638017469649	Q9Y653	Q9Y653;H3BRH0;H3BTH7;H3BMF8;H3BT88;H3BPA6;H3BUU6;H3BQJ9;H3BNH4;H3BVD3;H3BRI2;H3BS94;A0A5F9ZHT7;A0A1B0GX62;H3BV52;H3BNN3;H3BRI7;H3BRB4;H3BQZ1;H3BTK9;H3BMY9;A0A5F9ZH94;H3BVA0;H3BM73;H3BSR1;H3BSP5;H3BTD2;H3BV72;H3BVE9;H3BP67;H3BUI6;H3BQ46;H3BRA1;H3BSN7;H3BUH2;H3BSB8;H3BRZ4	AGRG1_HUMAN	Adhesion G-protein coupled receptor G1	5.0
ADGRG2	0.0	1.0	Q8IZP9	Q8IZP9	AGRG2_HUMAN	Adhesion G-protein coupled receptor G2	8.0
ADGRL2	17.2072073791574	7.01096282611343e-30	O95490	O95490;A0A6I8PRM6;A0A6I8PRQ0;A0A6I8PRJ0;B1ALU3;A0A6I8PLG0;H0Y5C0;B1ALU1;A0A6I8PIV6;A0A6I8PTT2;A0A6I8PUE4	AGRL2_HUMAN	Adhesion G protein-coupled receptor L2	1.0
